name,mos
voc_emotic_ava/AVA__82454.jpg,61.39445370331935
voc_emotic_ava/AVA__831382.jpg,67.67870139280295
voc_emotic_ava/AVA__851593.jpg,74.58249042623366
voc_emotic_ava/AVA__916407.jpg,77.47991668818217
voc_emotic_ava/AVA__917493.jpg,77.75625048767455
voc_emotic_ava/AVA__98187.jpg,76.5569468251247
voc_emotic_ava/EMOTIC__2ccz61xjvddut42ywu.jpg,74.06539495017788
voc_emotic_ava/EMOTIC__3hoanraf1pcwa6lpvn.jpg,73.01799862003713
voc_emotic_ava/EMOTIC__527h15tedos6bpmzb5.jpg,64.09735698945249
voc_emotic_ava/EMOTIC__88nd3sptpo48feb3z7.jpg,71.72142555269139
voc_emotic_ava/EMOTIC__COCO_train2014_000000004377.jpg,75.19394743655907
voc_emotic_ava/EMOTIC__COCO_train2014_000000034861.jpg,62.39140510170878
voc_emotic_ava/EMOTIC__COCO_train2014_000000038123.jpg,73.91631813416654
voc_emotic_ava/EMOTIC__COCO_train2014_000000065425.jpg,68.91606985391606
voc_emotic_ava/EMOTIC__COCO_train2014_000000083353.jpg,73.59016107723346
voc_emotic_ava/EMOTIC__COCO_train2014_000000108892.jpg,72.84853156533667
voc_emotic_ava/EMOTIC__COCO_train2014_000000152556.jpg,65.56396550695267
voc_emotic_ava/EMOTIC__COCO_train2014_000000167220.jpg,73.57985634298282
voc_emotic_ava/EMOTIC__COCO_train2014_000000208172.jpg,68.10764433607321
voc_emotic_ava/EMOTIC__COCO_train2014_000000233526.jpg,77.14824120824716
voc_emotic_ava/EMOTIC__COCO_train2014_000000234244.jpg,72.14643955971344
voc_emotic_ava/EMOTIC__COCO_train2014_000000243333.jpg,72.90684070965094
voc_emotic_ava/EMOTIC__COCO_train2014_000000252093.jpg,66.67221804932673
voc_emotic_ava/EMOTIC__COCO_train2014_000000258676.jpg,70.23074732495945
voc_emotic_ava/EMOTIC__COCO_train2014_000000266350.jpg,63.71140335740421
voc_emotic_ava/EMOTIC__COCO_train2014_000000281431.jpg,69.7323615200132
voc_emotic_ava/EMOTIC__COCO_train2014_000000290941.jpg,62.671246560711346
voc_emotic_ava/EMOTIC__COCO_train2014_000000330909.jpg,65.7836489804862
voc_emotic_ava/EMOTIC__COCO_train2014_000000333775.jpg,70.63817263905787
voc_emotic_ava/EMOTIC__COCO_train2014_000000368521.jpg,74.10011097440432
voc_emotic_ava/EMOTIC__COCO_train2014_000000376882.jpg,65.51857859139871
voc_emotic_ava/EMOTIC__COCO_train2014_000000380998.jpg,70.20818712646843
voc_emotic_ava/EMOTIC__COCO_train2014_000000429038.jpg,75.16704380676333
voc_emotic_ava/EMOTIC__COCO_train2014_000000435098.jpg,71.96050743582111
voc_emotic_ava/EMOTIC__COCO_train2014_000000437753.jpg,75.95011656213214
voc_emotic_ava/EMOTIC__COCO_train2014_000000463175.jpg,79.95473008936781
voc_emotic_ava/EMOTIC__COCO_train2014_000000474668.jpg,77.47492067278931
voc_emotic_ava/EMOTIC__COCO_train2014_000000491989.jpg,76.87223659220761
voc_emotic_ava/EMOTIC__COCO_train2014_000000518957.jpg,75.39125150269803
voc_emotic_ava/EMOTIC__COCO_train2014_000000535042.jpg,69.11445091206967
voc_emotic_ava/EMOTIC__COCO_train2014_000000541690.jpg,74.88527945781625
voc_emotic_ava/EMOTIC__COCO_train2014_000000542658.jpg,75.08113274485143
voc_emotic_ava/EMOTIC__COCO_train2014_000000575754.jpg,70.84230775087742
voc_emotic_ava/EMOTIC__COCO_val2014_000000015303.jpg,78.90213525471938
voc_emotic_ava/EMOTIC__COCO_val2014_000000027221.jpg,77.53479556355973
voc_emotic_ava/EMOTIC__COCO_val2014_000000027478.jpg,73.55294620981677
voc_emotic_ava/EMOTIC__COCO_val2014_000000052966.jpg,70.2123239718031
voc_emotic_ava/EMOTIC__COCO_val2014_000000086516.jpg,72.20509080702405
voc_emotic_ava/EMOTIC__COCO_val2014_000000090572.jpg,76.64679176086025
voc_emotic_ava/EMOTIC__COCO_val2014_000000102805.jpg,72.6968200854976
voc_emotic_ava/EMOTIC__COCO_val2014_000000121989.jpg,71.70282970567187
voc_emotic_ava/EMOTIC__COCO_val2014_000000163640.jpg,74.03948012560849
voc_emotic_ava/EMOTIC__COCO_val2014_000000467000.jpg,74.51492807050866
voc_emotic_ava/EMOTIC__COCO_val2014_000000504091.jpg,75.41303974591793
voc_emotic_ava/EMOTIC__empuy2m5ddvjh0b74h.jpg,65.45737642704744
voc_emotic_ava/EMOTIC__gys98nlu9hsyek632k.jpg,67.89658875570593
voc_emotic_ava/EMOTIC__sun_aaqdsbrpbdabfsbf.jpg,60.67412246113768
voc_emotic_ava/EMOTIC__sun_ahpkaqdrwkoogmip.jpg,75.09981755311581
voc_emotic_ava/EMOTIC__sun_axiftnaiabuhpyjm.jpg,77.30906583555404
voc_emotic_ava/EMOTIC__sun_ayegylhvqnwvvgxf.jpg,72.01551617706171
voc_emotic_ava/JPEGImages__2007_001630.jpg,69.38307101608626
voc_emotic_ava/JPEGImages__2007_003190.jpg,78.55150380646513
voc_emotic_ava/JPEGImages__2007_007031.jpg,69.36308638988228
voc_emotic_ava/JPEGImages__2008_000203.jpg,62.962995736634255
voc_emotic_ava/JPEGImages__2008_000787.jpg,77.66942177989995
voc_emotic_ava/JPEGImages__2008_001737.jpg,79.47094194023924
voc_emotic_ava/JPEGImages__2008_001987.jpg,75.04773863270029
voc_emotic_ava/JPEGImages__2008_002795.jpg,65.90828001427819
voc_emotic_ava/JPEGImages__2008_003996.jpg,70.45629751420014
voc_emotic_ava/JPEGImages__2008_004330.jpg,76.44162675916701
voc_emotic_ava/JPEGImages__2008_004804.jpg,70.73368749585131
voc_emotic_ava/JPEGImages__2008_005505.jpg,75.13424854264248
voc_emotic_ava/JPEGImages__2008_006249.jpg,70.93022533268129
voc_emotic_ava/JPEGImages__2008_007781.jpg,74.067785897937
voc_emotic_ava/JPEGImages__2008_007999.jpg,76.32124684593812
voc_emotic_ava/JPEGImages__2008_008208.jpg,69.15203638397665
voc_emotic_ava/JPEGImages__2009_000035.jpg,80.72826953708243
voc_emotic_ava/JPEGImages__2009_000136.jpg,75.88765855394848
voc_emotic_ava/JPEGImages__2009_000801.jpg,72.75673621135716
voc_emotic_ava/JPEGImages__2009_001327.jpg,66.23146875126184
voc_emotic_ava/JPEGImages__2009_001493.jpg,73.59662408230591
voc_emotic_ava/JPEGImages__2009_001827.jpg,79.08357222104442
voc_emotic_ava/JPEGImages__2009_002155.jpg,60.7774183746938
voc_emotic_ava/JPEGImages__2009_002734.jpg,76.87548169686788
voc_emotic_ava/JPEGImages__2010_000910.jpg,60.623567160822354
voc_emotic_ava/JPEGImages__2010_001796.jpg,73.76796824486088
voc_emotic_ava/JPEGImages__2010_002086.jpg,67.61596973410808
voc_emotic_ava/JPEGImages__2010_004017.jpg,73.54114024873908
voc_emotic_ava/JPEGImages__2010_004417.jpg,72.94047495398117
voc_emotic_ava/JPEGImages__2010_005384.jpg,78.3203933710726
voc_emotic_ava/JPEGImages__2010_006385.jpg,63.14263152512925
voc_emotic_ava/JPEGImages__2011_000152.jpg,73.22539744249052
voc_emotic_ava/JPEGImages__2011_001354.jpg,74.21321445389395
voc_emotic_ava/JPEGImages__2011_002558.jpg,73.38950756331472
voc_emotic_ava/JPEGImages__2011_002877.jpg,74.28827882507665
voc_emotic_ava/JPEGImages__2011_003419.jpg,70.29636687428341
voc_emotic_ava/JPEGImages__2011_004872.jpg,78.2962311488888
voc_emotic_ava/JPEGImages__2011_004873.jpg,76.13488430185286
voc_emotic_ava/JPEGImages__2011_005033.jpg,73.92971868142688
voc_emotic_ava/JPEGImages__2011_005968.jpg,68.75189306039323
voc_emotic_ava/JPEGImages__2012_001482.jpg,71.37762374614934
voc_emotic_ava/JPEGImages__2012_002459.jpg,75.55447738679212
voc_emotic_ava/JPEGImages__2012_003160.jpg,77.14462456512327
voc_emotic_ava/JPEGImages__2012_003664.jpg,70.99685599061871
voc_emotic_ava/VOC2012__2007_006549.jpg,51.436037434298996
voc_emotic_ava/VOC2012__2008_000497.jpg,77.63861250450336
voc_emotic_ava/VOC2012__2008_001504.jpg,70.94719450932799
voc_emotic_ava/VOC2012__2008_002596.jpg,75.73689375511641
voc_emotic_ava/VOC2012__2008_003731.jpg,68.82203672175616
voc_emotic_ava/VOC2012__2008_004408.jpg,78.27978762505263
voc_emotic_ava/VOC2012__2008_004694.jpg,72.04623929129869
voc_emotic_ava/VOC2012__2008_004971.jpg,74.88051483983857
voc_emotic_ava/VOC2012__2008_007094.jpg,77.718551297361
voc_emotic_ava/VOC2012__2008_007836.jpg,69.58862967190265
voc_emotic_ava/VOC2012__2008_008657.jpg,75.06264593324133
voc_emotic_ava/VOC2012__2009_001520.jpg,69.3416970008626
voc_emotic_ava/VOC2012__2009_002356.jpg,57.44003477987586
voc_emotic_ava/VOC2012__2009_003084.jpg,66.80684232774003
voc_emotic_ava/VOC2012__2009_003467.jpg,73.62184406302713
voc_emotic_ava/VOC2012__2009_004132.jpg,72.0176910617967
voc_emotic_ava/VOC2012__2009_004607.jpg,73.32837894203519
voc_emotic_ava/VOC2012__2009_005005.jpg,75.25438435082422
voc_emotic_ava/VOC2012__2010_000500.jpg,73.40380126018233
voc_emotic_ava/VOC2012__2010_003821.jpg,78.35751326062574
voc_emotic_ava/VOC2012__2010_004068.jpg,69.59296578091529
voc_emotic_ava/VOC2012__2010_004565.jpg,60.61336831973348
voc_emotic_ava/VOC2012__2010_004771.jpg,66.48234275113933
voc_emotic_ava/VOC2012__2010_006588.jpg,68.77935252035904
voc_emotic_ava/VOC2012__2010_006626.jpg,77.57987435166169
voc_emotic_ava/VOC2012__2011_000871.jpg,72.84530331357549
voc_emotic_ava/VOC2012__2011_001105.jpg,69.67760458767683
voc_emotic_ava/VOC2012__2011_001279.jpg,72.36302886714843
voc_emotic_ava/VOC2012__2011_002761.jpg,75.64168246922006
voc_emotic_ava/VOC2012__2011_003002.jpg,68.76967922259118
voc_emotic_ava/VOC2012__2011_003096.jpg,82.83860787176003
voc_emotic_ava/VOC2012__2011_004109.jpg,69.8639654327709
voc_emotic_ava/VOC2012__2011_004857.jpg,64.23122834018596
voc_emotic_ava/VOC2012__2011_005753.jpg,62.799246310608616
voc_emotic_ava/VOC2012__2011_006019.jpg,66.42510432181238
voc_emotic_ava/VOC2012__2011_006545.jpg,77.00244450676793
voc_emotic_ava/VOC2012__2012_000429.jpg,79.47704232996196
voc_emotic_ava/VOC2012__2012_001227.jpg,73.14036856559518
voc_emotic_ava/VOC2012__2012_001373.jpg,61.86736519667677
voc_emotic_ava/VOC2012__2012_001595.jpg,75.32632159260532
voc_emotic_ava/VOC2012__2012_002968.jpg,77.55612241343573
blur_dataset/out_of_focus0151.jpg,74.2792256232139
voc_emotic_ava/AVA__149185.jpg,76.78162280808048
voc_emotic_ava/AVA__203969.jpg,68.01238092881307
voc_emotic_ava/AVA__421090.jpg,81.57009702931055
voc_emotic_ava/AVA__46144.jpg,82.99259038143008
voc_emotic_ava/AVA__608822.jpg,70.03207071331158
voc_emotic_ava/AVA__719852.jpg,70.88548161380055
voc_emotic_ava/EMOTIC__COCO_train2014_000000288164.jpg,69.78143929897364
voc_emotic_ava/EMOTIC__COCO_train2014_000000328673.jpg,77.88332443673524
voc_emotic_ava/EMOTIC__COCO_train2014_000000444353.jpg,72.81547027834753
voc_emotic_ava/EMOTIC__COCO_train2014_000000522827.jpg,79.47769785979379
voc_emotic_ava/EMOTIC__COCO_train2014_000000572354.jpg,68.0099784793707
voc_emotic_ava/EMOTIC__COCO_val2014_000000102848.jpg,71.39762868521777
voc_emotic_ava/EMOTIC__COCO_val2014_000000198154.jpg,79.93255009443558
voc_emotic_ava/JPEGImages__2008_006120.jpg,57.2257997897408
voc_emotic_ava/JPEGImages__2009_004766.jpg,76.56938673535802
voc_emotic_ava/JPEGImages__2009_004901.jpg,72.54143842001139
voc_emotic_ava/JPEGImages__2010_002661.jpg,76.3130642804089
voc_emotic_ava/JPEGImages__2010_002868.jpg,81.039755867408
voc_emotic_ava/JPEGImages__2010_004871.jpg,81.07671516692608
voc_emotic_ava/JPEGImages__2011_000053.jpg,79.42450598722236
voc_emotic_ava/JPEGImages__2011_006436.jpg,70.39874980132068
voc_emotic_ava/JPEGImages__2011_006951.jpg,74.28926508394508
voc_emotic_ava/VOC2012__2010_002186.jpg,80.50810131967292
voc_emotic_ava/VOC2012__2010_003854.jpg,75.82130260561577
voc_emotic_ava/VOC2012__2010_004094.jpg,81.30200151800702
voc_emotic_ava/VOC2012__2011_006053.jpg,70.0193848769045
voc_emotic_ava/VOC2012__2012_000463.jpg,79.31883363517682
voc_emotic_ava/VOC2012__2012_002500.jpg,67.44860406798071
blur_dataset/motion0003.jpg,49.907820410580506
blur_dataset/motion0031.jpg,67.4570671234947
blur_dataset/motion0034.jpg,60.52457361817483
blur_dataset/motion0050.jpg,67.70790215752771
blur_dataset/motion0091.jpg,0.0
blur_dataset/motion0106.jpg,71.0843696337834
blur_dataset/out_of_focus0182.jpg,77.58975081644357
blur_dataset/out_of_focus0613.jpg,73.94085807466254
voc_emotic_ava/AVA__102506.jpg,76.04488773522753
voc_emotic_ava/AVA__137972.jpg,42.83368223982805
voc_emotic_ava/AVA__138808.jpg,70.4693837155776
voc_emotic_ava/AVA__147631.jpg,71.32718645003433
voc_emotic_ava/AVA__151757.jpg,75.24055752576503
voc_emotic_ava/AVA__165639.jpg,62.15308847849283
voc_emotic_ava/AVA__19588.jpg,72.67492543374247
voc_emotic_ava/AVA__208508.jpg,72.08722311365626
voc_emotic_ava/AVA__215015.jpg,62.48591360312798
voc_emotic_ava/AVA__217724.jpg,70.6009825509003
voc_emotic_ava/AVA__229004.jpg,70.36898072122848
voc_emotic_ava/AVA__286010.jpg,68.18994780695753
voc_emotic_ava/AVA__30990.jpg,67.55939409370642
voc_emotic_ava/AVA__313096.jpg,71.09046766753903
voc_emotic_ava/AVA__322214.jpg,75.76881752574745
voc_emotic_ava/AVA__336344.jpg,70.88596613850754
voc_emotic_ava/AVA__349588.jpg,68.37853837944574
voc_emotic_ava/AVA__350218.jpg,77.52064084709181
voc_emotic_ava/AVA__353736.jpg,74.58528720360242
voc_emotic_ava/AVA__379847.jpg,76.73424848028007
voc_emotic_ava/AVA__409922.jpg,70.53056434969707
voc_emotic_ava/AVA__442844.jpg,70.99351919733725
voc_emotic_ava/AVA__44493.jpg,78.26613982914995
voc_emotic_ava/AVA__464799.jpg,69.90138065650665
voc_emotic_ava/AVA__48281.jpg,72.25505984985277
voc_emotic_ava/AVA__492880.jpg,71.62982877842272
voc_emotic_ava/AVA__584740.jpg,65.1352389988086
voc_emotic_ava/AVA__59449.jpg,74.90311756122308
voc_emotic_ava/AVA__617275.jpg,84.25771939915722
voc_emotic_ava/AVA__647895.jpg,72.37188278041077
voc_emotic_ava/AVA__675275.jpg,65.49078789266201
voc_emotic_ava/AVA__677698.jpg,63.3111860137356
voc_emotic_ava/AVA__679878.jpg,66.09979972144721
voc_emotic_ava/AVA__695416.jpg,61.79459006924215
voc_emotic_ava/AVA__7482.jpg,72.58119866442246
voc_emotic_ava/AVA__766170.jpg,64.1180006268455
voc_emotic_ava/AVA__784014.jpg,73.47128891287386
voc_emotic_ava/AVA__7951.jpg,76.395344764374
voc_emotic_ava/AVA__805020.jpg,74.42537811728288
voc_emotic_ava/AVA__865491.jpg,71.55116488909069
voc_emotic_ava/AVA__870235.jpg,79.37827093289023
voc_emotic_ava/AVA__873590.jpg,77.86154782592206
voc_emotic_ava/AVA__893795.jpg,66.49622496708423
voc_emotic_ava/EMOTIC__03xuiwk051124zmgbn.jpg,75.82750351321917
voc_emotic_ava/EMOTIC__0troa9lbxq4gyci1y1.jpg,73.24878169143396
voc_emotic_ava/EMOTIC__20tocv80xqzr1c8bqz.jpg,72.78561301845701
voc_emotic_ava/EMOTIC__COCO_train2014_000000030838.jpg,74.12026830340594
voc_emotic_ava/EMOTIC__COCO_train2014_000000046441.jpg,74.80642696333778
voc_emotic_ava/EMOTIC__COCO_train2014_000000061842.jpg,73.71415738937282
voc_emotic_ava/EMOTIC__COCO_train2014_000000104079.jpg,73.15671238201118
voc_emotic_ava/EMOTIC__COCO_train2014_000000117413.jpg,71.93741173505221
voc_emotic_ava/EMOTIC__COCO_train2014_000000127240.jpg,67.68038219040888
voc_emotic_ava/EMOTIC__COCO_train2014_000000139571.jpg,72.85713442066627
voc_emotic_ava/EMOTIC__COCO_train2014_000000150462.jpg,70.7223523649401
voc_emotic_ava/EMOTIC__COCO_train2014_000000191511.jpg,72.75380809291936
voc_emotic_ava/EMOTIC__COCO_train2014_000000200764.jpg,76.62517340879195
voc_emotic_ava/EMOTIC__COCO_train2014_000000206198.jpg,72.21382639650516
voc_emotic_ava/EMOTIC__COCO_train2014_000000252691.jpg,72.45828971706672
voc_emotic_ava/EMOTIC__COCO_train2014_000000252943.jpg,77.78791663557759
voc_emotic_ava/EMOTIC__COCO_train2014_000000265100.jpg,74.42335444257279
voc_emotic_ava/EMOTIC__COCO_train2014_000000268313.jpg,64.86973844854455
voc_emotic_ava/EMOTIC__COCO_train2014_000000271282.jpg,73.59784408320373
voc_emotic_ava/EMOTIC__COCO_train2014_000000300598.jpg,71.69972372753118
voc_emotic_ava/EMOTIC__COCO_train2014_000000404272.jpg,74.34333893627254
voc_emotic_ava/EMOTIC__COCO_train2014_000000435456.jpg,73.01453750451691
voc_emotic_ava/EMOTIC__COCO_train2014_000000435479.jpg,71.16350086291824
voc_emotic_ava/EMOTIC__COCO_train2014_000000443084.jpg,78.05786227923879
voc_emotic_ava/EMOTIC__COCO_train2014_000000455369.jpg,77.699409646325
voc_emotic_ava/EMOTIC__COCO_train2014_000000473125.jpg,75.48101300185854
voc_emotic_ava/EMOTIC__COCO_train2014_000000537986.jpg,73.61809537479533
voc_emotic_ava/EMOTIC__COCO_train2014_000000543042.jpg,64.96050792727094
voc_emotic_ava/EMOTIC__COCO_train2014_000000551316.jpg,69.54439845756283
voc_emotic_ava/EMOTIC__COCO_val2014_000000086646.jpg,71.26704942639569
voc_emotic_ava/EMOTIC__COCO_val2014_000000192233.jpg,73.13600733301048
voc_emotic_ava/EMOTIC__COCO_val2014_000000480536.jpg,74.03657312244744
voc_emotic_ava/EMOTIC__COCO_val2014_000000496152.jpg,73.81279406295522
voc_emotic_ava/EMOTIC__COCO_val2014_000000500944.jpg,76.04515789610593
voc_emotic_ava/EMOTIC__COCO_val2014_000000545007.jpg,76.22493207470369
voc_emotic_ava/EMOTIC__COCO_val2014_000000575577.jpg,75.5531079029653
voc_emotic_ava/EMOTIC__ayo9ttwo44ekls4v7n.jpg,73.32261153052386
voc_emotic_ava/EMOTIC__f4ihm23qnjzfp8mepp.jpg,75.31988895376348
voc_emotic_ava/EMOTIC__sun_agjgmsknfgeelzeo.jpg,67.11587271584791
voc_emotic_ava/EMOTIC__sun_amsdoadjqexyriyz.jpg,73.36513259759687
voc_emotic_ava/EMOTIC__sun_danoagalheyrtmks.jpg,70.22603478462923
voc_emotic_ava/JPEGImages__2007_000629.jpg,69.55129023459583
voc_emotic_ava/JPEGImages__2007_002376.jpg,76.62346229686545
voc_emotic_ava/JPEGImages__2007_004902.jpg,71.78094761407642
voc_emotic_ava/JPEGImages__2007_005264.jpg,75.69592412551015
voc_emotic_ava/JPEGImages__2007_005460.jpg,75.0536926247503
voc_emotic_ava/JPEGImages__2007_007480.jpg,69.96230825913973
voc_emotic_ava/JPEGImages__2008_000026.jpg,72.09539440036798
voc_emotic_ava/JPEGImages__2008_000188.jpg,76.5608744338752
voc_emotic_ava/JPEGImages__2008_002622.jpg,72.38314722219981
voc_emotic_ava/JPEGImages__2008_003280.jpg,69.11658529056166
voc_emotic_ava/JPEGImages__2008_003882.jpg,70.49815882260259
voc_emotic_ava/JPEGImages__2008_004396.jpg,72.44676987197941
voc_emotic_ava/JPEGImages__2008_005510.jpg,72.96405702972113
voc_emotic_ava/JPEGImages__2008_005563.jpg,75.93166308913464
voc_emotic_ava/JPEGImages__2008_006773.jpg,73.88726740041676
voc_emotic_ava/JPEGImages__2008_006857.jpg,74.89107146721207
voc_emotic_ava/JPEGImages__2008_007168.jpg,71.16756483043307
voc_emotic_ava/JPEGImages__2008_007273.jpg,80.95167079839122
voc_emotic_ava/JPEGImages__2008_008652.jpg,69.27655241806522
voc_emotic_ava/JPEGImages__2009_000254.jpg,77.26158650417061
voc_emotic_ava/JPEGImages__2009_000759.jpg,73.70665479427868
voc_emotic_ava/JPEGImages__2009_002087.jpg,70.49841748279782
voc_emotic_ava/JPEGImages__2009_003899.jpg,75.61987234527523
voc_emotic_ava/JPEGImages__2009_004118.jpg,77.35369261179756
voc_emotic_ava/JPEGImages__2010_001577.jpg,74.22199710751053
voc_emotic_ava/JPEGImages__2010_001720.jpg,75.06489911782096
voc_emotic_ava/JPEGImages__2010_001814.jpg,70.92914804188979
voc_emotic_ava/JPEGImages__2010_002006.jpg,75.89152715819748
voc_emotic_ava/JPEGImages__2010_002176.jpg,71.71615958157955
voc_emotic_ava/JPEGImages__2010_004105.jpg,74.5697358878259
voc_emotic_ava/JPEGImages__2010_004667.jpg,74.49165586034815
voc_emotic_ava/JPEGImages__2010_004954.jpg,67.15888453326242
voc_emotic_ava/JPEGImages__2010_006078.jpg,76.99857218809709
voc_emotic_ava/JPEGImages__2011_000045.jpg,61.730217663555266
voc_emotic_ava/JPEGImages__2011_000949.jpg,67.20938705608347
voc_emotic_ava/JPEGImages__2011_001222.jpg,74.0938097039121
voc_emotic_ava/JPEGImages__2011_002664.jpg,66.07348705857073
voc_emotic_ava/JPEGImages__2011_002760.jpg,73.57234422494314
voc_emotic_ava/JPEGImages__2011_002921.jpg,77.6911277418072
voc_emotic_ava/JPEGImages__2011_003611.jpg,70.10097118914899
voc_emotic_ava/JPEGImages__2011_007186.jpg,69.66172616868666
voc_emotic_ava/JPEGImages__2012_000180.jpg,78.52595938220657
voc_emotic_ava/JPEGImages__2012_001295.jpg,75.0758729472949
voc_emotic_ava/JPEGImages__2012_001604.jpg,72.3770085765987
voc_emotic_ava/JPEGImages__2012_001771.jpg,77.63783507344027
voc_emotic_ava/JPEGImages__2012_002004.jpg,73.55746523141087
voc_emotic_ava/JPEGImages__2012_002762.jpg,74.5179487060308
voc_emotic_ava/JPEGImages__2012_003787.jpg,69.58181378319591
voc_emotic_ava/JPEGImages__2012_004300.jpg,78.55209031204684
voc_emotic_ava/JPEGImages__2012_004308.jpg,72.23970333934061
voc_emotic_ava/VOC2012__2007_005210.jpg,77.47053587637005
voc_emotic_ava/VOC2012__2007_005248.jpg,76.06060820289652
voc_emotic_ava/VOC2012__2008_001914.jpg,74.93882297035105
voc_emotic_ava/VOC2012__2008_002976.jpg,64.90680434010333
voc_emotic_ava/VOC2012__2008_003902.jpg,71.11662278468881
voc_emotic_ava/VOC2012__2008_004366.jpg,78.0707516173753
voc_emotic_ava/VOC2012__2008_005879.jpg,74.78393735191527
voc_emotic_ava/VOC2012__2008_005992.jpg,72.53392421390865
voc_emotic_ava/VOC2012__2008_006451.jpg,68.41037146307877
voc_emotic_ava/VOC2012__2008_006736.jpg,72.01694570050093
voc_emotic_ava/VOC2012__2008_007492.jpg,73.7340368032713
voc_emotic_ava/VOC2012__2008_007979.jpg,73.88225927061863
voc_emotic_ava/VOC2012__2008_008163.jpg,74.09277030368638
voc_emotic_ava/VOC2012__2008_008457.jpg,69.96843509225955
voc_emotic_ava/VOC2012__2008_008692.jpg,73.72655822306906
voc_emotic_ava/VOC2012__2009_000234.jpg,72.17058782578641
voc_emotic_ava/VOC2012__2009_000852.jpg,74.84165873597502
voc_emotic_ava/VOC2012__2009_000928.jpg,68.98739665611602
voc_emotic_ava/VOC2012__2009_001141.jpg,75.21563688773433
voc_emotic_ava/VOC2012__2009_001710.jpg,71.257848964157
voc_emotic_ava/VOC2012__2009_004267.jpg,77.24079156387015
voc_emotic_ava/VOC2012__2009_005007.jpg,77.10666758977052
voc_emotic_ava/VOC2012__2009_005255.jpg,70.30420213938672
voc_emotic_ava/VOC2012__2010_000399.jpg,66.81537060211727
voc_emotic_ava/VOC2012__2010_001075.jpg,72.37376761597318
voc_emotic_ava/VOC2012__2010_001992.jpg,73.9494318671684
voc_emotic_ava/VOC2012__2010_002079.jpg,74.96863210200038
voc_emotic_ava/VOC2012__2010_003486.jpg,74.46034893241698
voc_emotic_ava/VOC2012__2010_005197.jpg,69.66994063114467
voc_emotic_ava/VOC2012__2010_005638.jpg,76.41818205491496
voc_emotic_ava/VOC2012__2010_006148.jpg,69.4661447523187
voc_emotic_ava/VOC2012__2011_000298.jpg,73.05980157135167
voc_emotic_ava/VOC2012__2011_001651.jpg,76.02840436833718
voc_emotic_ava/VOC2012__2011_002481.jpg,75.75640468967858
voc_emotic_ava/VOC2012__2011_003583.jpg,74.67695303209209
voc_emotic_ava/VOC2012__2011_003730.jpg,72.64910523199322
voc_emotic_ava/VOC2012__2011_004105.jpg,75.76126272071866
voc_emotic_ava/VOC2012__2011_004175.jpg,72.53261170302572
voc_emotic_ava/VOC2012__2011_004396.jpg,75.8120048044338
voc_emotic_ava/VOC2012__2011_005292.jpg,73.61742411665307
voc_emotic_ava/VOC2012__2011_007104.jpg,73.89628154792891
voc_emotic_ava/VOC2012__2012_002361.jpg,72.0591063532487
