mos_patch_1,name_patch,width_patch_1,height_patch_1,top_patch_1,left_patch_1,bottom_patch_1,right_patch_1,mos_patch_2,width_patch_2,height_patch_2,top_patch_2,left_patch_2,bottom_patch_2,right_patch_2,mos_patch_3,width_patch_3,height_patch_3,top_patch_3,left_patch_3,bottom_patch_3,right_patch_3,mos_image,name_image,width_image,height_image,top_image,left_image,bottom_image,right_image,num_pix_image,size_image,size_image_cnt,is_valid
82.33095526652075,patches/EMOTIC__h6mrzcotjb74dlqb9e.jpg,400.0,266.0,129,406,395,806,76.55196882476291,300.0,200.0,336,676,536,976,58.767791964001894,200.0,133.0,374,56,507,256,82.19524704495016,voc_emotic_ava/EMOTIC__h6mrzcotjb74dlqb9e.jpg,1000.0,667.0,0,0,667,1000,667000,667x1000,4,False
75.76557375445756,patches/EMOTIC__fgvkha55e23s1zwvwv.jpg,400.0,266.0,109,415,375,815,69.24324034001745,300.0,200.0,266,77,466,377,55.86045693983674,200.0,133.0,20,163,153,363,69.48895893094085,voc_emotic_ava/EMOTIC__fgvkha55e23s1zwvwv.jpg,1000.0,667.0,0,0,667,1000,667000,667x1000,4,False
76.72190794797625,patches/EMOTIC__dnz8r16rduh2vxoigq.jpg,400.0,266.0,242,418,508,818,74.14854208342352,300.0,200.0,75,673,275,973,71.949182095723,200.0,133.0,320,773,453,973,73.49201995617007,voc_emotic_ava/EMOTIC__dnz8r16rduh2vxoigq.jpg,1000.0,667.0,0,0,667,1000,667000,667x1000,4,False
78.18883648284555,patches/EMOTIC__1qi7lh7wbp8f7owcp3.jpg,396.0,264.0,112,287,376,683,71.156741625066,297.0,198.0,432,127,630,424,67.18792954799437,198.0,132.0,496,425,628,623,77.8368111536453,voc_emotic_ava/EMOTIC__1qi7lh7wbp8f7owcp3.jpg,990.0,660.0,0,0,660,990,653400,660x990,1,False
80.84810487795832,patches/EMOTIC__ejobu0tpihrjoe859u.jpg,385.0,262.0,340,205,602,590,61.45845490761435,289.0,197.0,73,478,270,767,60.328113819637935,192.0,131.0,500,575,631,767,68.39735957386426,voc_emotic_ava/EMOTIC__ejobu0tpihrjoe859u.jpg,964.0,657.0,0,0,657,964,633348,657x964,1,False
71.5545045786276,patches/EMOTIC__0i3jqdv8eeuil54nw4.jpg,384.0,256.0,241,165,497,549,80.36531474410533,288.0,192.0,65,423,257,711,67.96230928388638,192.0,128.0,364,510,492,702,69.86438183470014,voc_emotic_ava/EMOTIC__0i3jqdv8eeuil54nw4.jpg,962.0,641.0,0,0,641,962,616642,641x962,1,False
76.59792403254869,patches/EMOTIC__bgrjpkhmkf772u297t.jpg,384.0,256.0,128,167,384,551,70.57329272300281,288.0,192.0,362,10,554,298,67.29322793489513,192.0,128.0,13,319,141,511,74.52007609246874,voc_emotic_ava/EMOTIC__bgrjpkhmkf772u297t.jpg,960.0,640.0,0,0,640,960,614400,640x960,3,False
77.68963194671636,patches/EMOTIC__5qvzm6ynzzmalpmepb.jpg,384.0,256.0,371,299,627,683,82.36378659933412,288.0,192.0,275,69,467,357,55.91094440770239,192.0,128.0,75,229,203,421,69.81160977609106,voc_emotic_ava/EMOTIC__5qvzm6ynzzmalpmepb.jpg,960.0,640.0,0,0,640,960,614400,640x960,3,False
79.09390312973905,patches/EMOTIC__fad0lq0rhuwwxv3l2x.jpg,384.0,256.0,21,390,277,774,66.7836616871011,288.0,192.0,441,629,633,917,63.6717269940704,192.0,128.0,492,58,620,250,66.04461784408026,voc_emotic_ava/EMOTIC__fad0lq0rhuwwxv3l2x.jpg,960.0,640.0,0,0,640,960,614400,640x960,3,False
83.55532375928443,patches/EMOTIC__1t6pchzx451rnrurp0.jpg,384.0,255.0,361,503,616,887,52.389524585722896,288.0,191.0,41,552,232,840,76.10502951115133,192.0,127.0,368,252,495,444,75.09072954710385,voc_emotic_ava/EMOTIC__1t6pchzx451rnrurp0.jpg,960.0,639.0,0,0,639,960,613440,639x960,1,False
85.74458264628892,patches/EMOTIC__bkujn7hoksf0txl9on.jpg,389.0,250.0,336,147,586,536,88.02655191063948,292.0,187.0,154,280,341,572,74.96555390996444,194.0,125.0,52,466,177,660,77.22572700111478,voc_emotic_ava/EMOTIC__bkujn7hoksf0txl9on.jpg,974.0,625.0,0,0,625,974,608750,625x974,1,True
63.19342194227334,patches/EMOTIC__gys98nlu9hsyek632k.jpg,392.0,246.0,320,529,566,921,76.39313699012281,294.0,184.0,270,75,454,369,76.48517932945185,196.0,123.0,207,631,330,827,67.89658875570593,voc_emotic_ava/EMOTIC__gys98nlu9hsyek632k.jpg,980.0,615.0,0,0,615,980,602700,615x980,1,False
80.71274483499192,patches/out_of_focus0704.jpg,380.0,253.0,204,228,457,608,70.30586545527943,285.0,189.0,49,648,238,933,69.16030299799304,190.0,126.0,430,654,556,844,76.39338878267006,blur_dataset/out_of_focus0704.jpg,950.0,633.0,0,0,633,950,601350,633x950,1,False
62.578353800822384,patches/EMOTIC__527h15tedos6bpmzb5.jpg,380.0,248.0,348,60,596,440,75.87914132430619,285.0,186.0,265,496,451,781,67.14774389664184,190.0,124.0,7,600,131,790,64.09735698945249,voc_emotic_ava/EMOTIC__527h15tedos6bpmzb5.jpg,950.0,622.0,0,0,622,950,590900,622x950,1,False
78.38846892680942,patches/EMOTIC__7kv5tjzvqdlzx7ifup.jpg,409.0,230.0,294,6,524,415,84.26823016296822,307.0,173.0,137,403,310,710,73.7660064469409,204.0,115.0,30,581,145,785,74.46917236893051,voc_emotic_ava/EMOTIC__7kv5tjzvqdlzx7ifup.jpg,1024.0,577.0,0,0,577,1024,590848,577x1024,1,True
71.1976796368049,patches/EMOTIC__3odsixrebs674bsf6h.jpg,409.0,230.0,167,532,397,941,60.08247803792233,307.0,172.0,377,291,549,598,64.484424623495,204.0,115.0,292,80,407,284,65.79295507632094,voc_emotic_ava/EMOTIC__3odsixrebs674bsf6h.jpg,1024.0,576.0,0,0,576,1024,589824,576x1024,1,False
73.62280686108771,patches/EMOTIC__4kwdsaytoyc0dnimy3.jpg,368.0,254.0,246,352,500,720,79.21288290948281,276.0,191.0,367,32,558,308,74.58318654593846,184.0,127.0,161,624,288,808,80.55003598096988,voc_emotic_ava/EMOTIC__4kwdsaytoyc0dnimy3.jpg,920.0,637.0,0,0,637,920,586040,637x920,1,False
78.30392082264078,patches/AVA__927384.jpg,320.0,280.0,241,58,521,378,74.49783016140948,240.0,210.0,223,492,433,732,65.1710519952907,160.0,140.0,89,148,229,308,58.07374186427361,voc_emotic_ava/AVA__927384.jpg,800.0,700.0,0,0,700,800,560000,700x800,5,False
76.13656671297872,patches/AVA__894521.jpg,320.0,280.0,120,57,400,377,80.44799584006286,240.0,210.0,7,517,217,757,64.49966600016643,160.0,140.0,327,510,467,670,68.30880835026893,voc_emotic_ava/AVA__894521.jpg,800.0,700.0,0,0,700,800,560000,700x800,5,False
70.68208596219425,patches/AVA__892446.jpg,320.0,280.0,45,13,325,333,78.25058305142052,240.0,210.0,138,512,348,752,80.69718234125793,160.0,140.0,456,412,596,572,75.70167789875195,voc_emotic_ava/AVA__892446.jpg,800.0,700.0,0,0,700,800,560000,700x800,5,True
62.5624749267919,patches/AVA__859782.jpg,320.0,280.0,349,397,629,717,38.96885517304215,240.0,210.0,104,391,314,631,49.6126129852896,160.0,140.0,251,165,391,325,41.92634648947629,voc_emotic_ava/AVA__859782.jpg,800.0,700.0,0,0,700,800,560000,700x800,5,False
77.88213916090321,patches/AVA__926652.jpg,320.0,280.0,143,411,423,731,80.34592204862986,240.0,210.0,338,193,548,433,73.18456728271381,160.0,140.0,23,71,163,231,68.89788608979772,voc_emotic_ava/AVA__926652.jpg,800.0,700.0,0,0,700,800,560000,700x800,5,False
73.45973952684314,patches/AVA__942315.jpg,320.0,278.0,328,334,606,654,60.9770349681357,240.0,209.0,164,176,373,416,69.29316957265247,160.0,139.0,213,530,352,690,76.3892209074484,voc_emotic_ava/AVA__942315.jpg,800.0,697.0,0,0,697,800,557600,697x800,1,False
81.85212718424424,patches/AVA__902484.jpg,320.0,277.0,390,305,667,625,76.09081461585029,240.0,208.0,280,101,488,341,66.0016227004819,160.0,138.0,506,87,644,247,64.38993393994559,voc_emotic_ava/AVA__902484.jpg,800.0,694.0,0,0,694,800,555200,694x800,2,False
76.2762930198599,patches/AVA__916944.jpg,320.0,277.0,0,217,277,537,74.79084443129959,240.0,208.0,41,1,249,241,72.89196716269049,160.0,138.0,374,252,512,412,80.94866991067403,voc_emotic_ava/AVA__916944.jpg,800.0,694.0,0,0,694,800,555200,694x800,2,False
76.67336915513566,patches/AVA__938088.jpg,320.0,277.0,357,460,634,780,71.5769612272984,240.0,207.0,55,27,262,267,79.78690186519091,160.0,138.0,392,178,530,338,68.67161825439783,voc_emotic_ava/AVA__938088.jpg,800.0,693.0,0,0,693,800,554400,693x800,1,False
80.66571594017576,patches/AVA__858212.jpg,320.0,276.0,217,88,493,408,77.42557854985225,240.0,207.0,3,318,210,558,71.92392152820197,160.0,138.0,398,513,536,673,71.25338600616115,voc_emotic_ava/AVA__858212.jpg,800.0,691.0,0,0,691,800,552800,691x800,1,False
75.6878936672258,patches/AVA__889694.jpg,320.0,274.0,388,259,662,579,76.11942758690762,240.0,205.0,83,473,288,713,76.86903740959356,160.0,137.0,47,206,184,366,75.18569629445332,voc_emotic_ava/AVA__889694.jpg,800.0,685.0,0,0,685,800,548000,685x800,2,False
53.451493724177006,patches/AVA__939232.jpg,320.0,274.0,384,350,658,670,36.270204680234215,240.0,205.0,214,486,419,726,71.49705102300422,160.0,137.0,143,90,280,250,52.82452335818196,voc_emotic_ava/AVA__939232.jpg,800.0,685.0,0,0,685,800,548000,685x800,2,False
61.84457649848314,patches/EMOTIC__bemihs6wujki8xpw7n.jpg,365.0,240.0,219,294,459,659,63.775801201303004,273.0,180.0,272,631,452,904,64.86845635869724,182.0,120.0,167,635,287,817,59.9862390957794,voc_emotic_ava/EMOTIC__bemihs6wujki8xpw7n.jpg,913.0,600.0,0,0,600,913,547800,600x913,1,False
71.27833644363571,patches/AVA__849945.jpg,320.0,272.0,398,202,670,522,78.48845109839357,240.0,204.0,267,471,471,711,75.55924295006086,160.0,136.0,201,142,337,302,65.71420790203294,voc_emotic_ava/AVA__849945.jpg,800.0,681.0,0,0,681,800,544800,681x800,1,False
70.04997472726298,patches/AVA__835727.jpg,320.0,271.0,327,293,598,613,69.82618498580345,240.0,203.0,27,195,230,435,69.14009467759136,160.0,135.0,193,50,328,210,72.73690776927512,voc_emotic_ava/AVA__835727.jpg,800.0,679.0,0,0,679,800,543200,679x800,1,False
75.87804181562541,patches/AVA__835817.jpg,320.0,270.0,334,342,604,662,68.96415696106577,240.0,203.0,457,106,660,346,68.02320292100009,160.0,135.0,198,45,333,205,72.40474931341653,voc_emotic_ava/AVA__835817.jpg,800.0,677.0,0,0,677,800,541600,677x800,2,False
82.28585331270665,patches/AVA__922212.jpg,320.0,270.0,288,142,558,462,78.62565016269969,240.0,203.0,339,427,542,667,70.80253391704566,160.0,135.0,27,213,162,373,71.2450629877043,voc_emotic_ava/AVA__922212.jpg,800.0,677.0,0,0,677,800,541600,677x800,2,False
71.25418985801404,patches/AVA__922734.jpg,320.0,270.0,344,476,614,796,83.88920304299313,240.0,202.0,431,100,633,340,70.46924713840974,160.0,135.0,529,357,664,517,79.28609072534348,voc_emotic_ava/AVA__922734.jpg,800.0,676.0,0,0,676,800,540800,676x800,3,False
84.14245983825805,patches/AVA__919094.jpg,320.0,270.0,300,361,570,681,93.42146429415041,240.0,202.0,45,223,247,463,77.22876700311751,160.0,135.0,428,87,563,247,78.77260179397125,voc_emotic_ava/AVA__919094.jpg,800.0,676.0,0,0,676,800,540800,676x800,3,True
69.89408471559511,patches/AVA__915645.jpg,320.0,270.0,206,252,476,572,57.19701047680765,240.0,202.0,431,218,633,458,53.05850057938837,160.0,135.0,167,33,302,193,66.78790443951793,voc_emotic_ava/AVA__915645.jpg,800.0,676.0,0,0,676,800,540800,676x800,3,True
68.69996600514082,patches/EMOTIC__agk1fsuutnjkp05my4.jpg,360.0,240.0,188,95,428,455,60.87603527395746,270.0,180.0,225,502,405,772,75.73998842410545,180.0,120.0,448,640,568,820,76.42338506874336,voc_emotic_ava/EMOTIC__agk1fsuutnjkp05my4.jpg,900.0,600.0,0,0,600,900,540000,600x900,2,True
77.04630769970935,patches/EMOTIC__a3ujgmu078f13faqfe.jpg,360.0,240.0,26,422,266,782,65.49438179186521,270.0,180.0,258,340,438,610,73.58623202011636,180.0,120.0,381,640,501,820,75.51554605583952,voc_emotic_ava/EMOTIC__a3ujgmu078f13faqfe.jpg,900.0,600.0,0,0,600,900,540000,600x900,2,False
93.00503628517929,patches/EMOTIC__b9o22lg3xan94y360s.jpg,384.0,224.0,331,103,555,487,76.33053685867792,288.0,168.0,92,53,260,341,63.00378311791113,192.0,112.0,225,751,337,943,77.4671271766553,voc_emotic_ava/EMOTIC__b9o22lg3xan94y360s.jpg,960.0,562.0,0,0,562,960,539520,562x960,1,False
48.44433254148685,patches/AVA__925097.jpg,320.0,269.0,352,393,621,713,72.83072811976797,240.0,202.0,107,116,309,356,64.97801942823429,160.0,134.0,355,117,489,277,59.81749162912878,voc_emotic_ava/AVA__925097.jpg,800.0,674.0,0,0,674,800,539200,674x800,1,True
78.55616597446196,patches/EMOTIC__hes60ppoggi8f2u4b8.jpg,360.0,239.0,134,473,373,833,75.16242360236815,270.0,179.0,195,175,374,445,66.14830210192657,180.0,119.0,388,564,507,744,82.48667127335871,voc_emotic_ava/EMOTIC__hes60ppoggi8f2u4b8.jpg,900.0,599.0,0,0,599,900,539100,599x900,1,False
89.22440042948931,patches/AVA__942579.jpg,320.0,269.0,296,28,565,348,58.75676608897553,240.0,201.0,243,278,444,518,75.68074417102106,160.0,134.0,173,78,307,238,77.12977350721337,voc_emotic_ava/AVA__942579.jpg,800.0,673.0,0,0,673,800,538400,673x800,2,False
83.42130321739857,patches/AVA__855550.jpg,320.0,269.0,176,435,445,755,72.89152122951634,240.0,201.0,173,41,374,281,67.40042894925968,160.0,134.0,0,554,134,714,73.18343250756891,voc_emotic_ava/AVA__855550.jpg,800.0,673.0,0,0,673,800,538400,673x800,2,False
71.87775996684795,patches/AVA__870235.jpg,320.0,268.0,332,75,600,395,70.47131351654335,240.0,201.0,266,403,467,643,52.10423198682843,160.0,134.0,85,174,219,334,79.37827093289023,voc_emotic_ava/AVA__870235.jpg,800.0,672.0,0,0,672,800,537600,672x800,2,False
79.16687422618145,patches/AVA__936946.jpg,320.0,268.0,97,319,365,639,77.34252602080498,240.0,201.0,320,186,521,426,76.2452060280741,160.0,134.0,210,76,344,236,75.245961890218,voc_emotic_ava/AVA__936946.jpg,800.0,672.0,0,0,672,800,537600,672x800,2,False
55.575662226277245,patches/AVA__950874.jpg,320.0,267.0,194,418,461,738,61.99133314580399,240.0,200.0,145,233,345,473,69.69840602297714,160.0,133.0,467,115,600,275,55.49647416684789,voc_emotic_ava/AVA__950874.jpg,800.0,669.0,0,0,669,800,535200,669x800,1,False
76.81220851217869,patches/AVA__954575.jpg,320.0,266.0,79,416,345,736,59.82914810979623,240.0,200.0,364,382,564,622,77.67131172626745,160.0,133.0,57,209,190,369,69.56726489543729,voc_emotic_ava/AVA__954575.jpg,800.0,667.0,0,0,667,800,533600,667x800,1,False
64.08107972494747,patches/AVA__857170.jpg,320.0,266.0,73,169,339,489,71.19183610812311,240.0,199.0,402,371,601,611,74.71486235854475,160.0,133.0,115,42,248,202,64.91850459848789,voc_emotic_ava/AVA__857170.jpg,800.0,665.0,0,0,665,800,532000,665x800,2,False
86.51945194279115,patches/AVA__922388.jpg,320.0,266.0,100,150,366,470,55.29197581617434,240.0,199.0,410,334,609,574,58.90531371116686,160.0,133.0,370,586,503,746,72.23086625302089,voc_emotic_ava/AVA__922388.jpg,800.0,665.0,0,0,665,800,532000,665x800,2,False
81.34950449667639,patches/AVA__904860.jpg,320.0,265.0,395,7,660,327,69.11775866534718,240.0,199.0,99,49,298,289,64.14649808971596,160.0,132.0,170,560,302,720,59.232437141489534,voc_emotic_ava/AVA__904860.jpg,800.0,664.0,0,0,664,800,531200,664x800,1,False
73.81792726893049,patches/AVA__909181.jpg,320.0,265.0,69,138,334,458,51.26493275368416,240.0,198.0,391,281,589,521,69.96499317590948,160.0,132.0,331,158,463,318,73.74831292342691,voc_emotic_ava/AVA__909181.jpg,800.0,663.0,0,0,663,800,530400,663x800,1,False
69.88207279057389,patches/AVA__916410.jpg,320.0,263.0,349,478,612,798,83.20273562869257,240.0,197.0,80,453,277,693,65.26906324528197,160.0,131.0,99,256,230,416,67.1448925230029,voc_emotic_ava/AVA__916410.jpg,800.0,659.0,0,0,659,800,527200,659x800,1,False
88.58785335141987,patches/AVA__946355.jpg,320.0,262.0,3,144,265,464,79.93272286117053,240.0,197.0,102,419,299,659,60.225885327938,160.0,131.0,322,86,453,246,78.90128235297848,voc_emotic_ava/AVA__946355.jpg,800.0,657.0,0,0,657,800,525600,657x800,1,False
73.3992673600824,patches/EMOTIC__61wf7ail8gia5b8svz.jpg,409.0,204.0,184,517,388,926,77.09077617588056,307.0,153.0,92,273,245,580,73.14676694240222,204.0,102.0,3,394,105,598,76.48689682723105,voc_emotic_ava/EMOTIC__61wf7ail8gia5b8svz.jpg,1024.0,512.0,0,0,512,1024,524288,512x1024,3,False
83.21214252695637,patches/EMOTIC__6aoyt36dch10n3e3rj.jpg,409.0,204.0,235,112,439,521,75.08667554585958,307.0,153.0,38,604,191,911,75.45091881982229,204.0,102.0,179,532,281,736,77.31364020228833,voc_emotic_ava/EMOTIC__6aoyt36dch10n3e3rj.jpg,1024.0,512.0,0,0,512,1024,524288,512x1024,3,False
68.57217599429185,patches/EMOTIC__6ejedlt6qmhhzkbxxa.jpg,409.0,204.0,288,244,492,653,67.73715468920244,307.0,153.0,81,450,234,757,71.60419100842282,204.0,102.0,197,633,299,837,69.85104533771732,voc_emotic_ava/EMOTIC__6ejedlt6qmhhzkbxxa.jpg,1024.0,512.0,0,0,512,1024,524288,512x1024,3,False
74.63872636193278,patches/AVA__899620.jpg,320.0,262.0,257,464,519,784,74.02622143658584,240.0,196.0,359,142,555,382,65.34187366266582,160.0,131.0,1,104,132,264,71.72456971007139,voc_emotic_ava/AVA__899620.jpg,800.0,655.0,0,0,655,800,524000,655x800,1,True
74.92102396045634,patches/AVA__940509.jpg,320.0,261.0,105,276,366,596,62.644278435033684,240.0,195.0,445,189,640,429,67.92744085516297,160.0,130.0,320,166,450,326,65.66630474573437,voc_emotic_ava/AVA__940509.jpg,800.0,653.0,0,0,653,800,522400,653x800,1,False
84.61196271885939,patches/AVA__840688.jpg,320.0,260.0,185,1,445,321,52.39233897315465,240.0,195.0,427,364,622,604,76.39544833477345,160.0,130.0,65,223,195,383,79.53919500733593,voc_emotic_ava/AVA__840688.jpg,800.0,652.0,0,0,652,800,521600,652x800,1,True
82.31560079433984,patches/AVA__954625.jpg,320.0,260.0,59,350,319,670,77.19013251085771,240.0,195.0,307,552,502,792,70.91540955475747,160.0,130.0,513,620,643,780,73.89781289545135,voc_emotic_ava/AVA__954625.jpg,800.0,651.0,0,0,651,800,520800,651x800,1,True
76.6985823008223,patches/AVA__882788.jpg,320.0,260.0,361,270,621,590,56.610814937223815,240.0,195.0,67,304,262,544,72.0485019417255,160.0,130.0,64,548,194,708,77.85119352092387,voc_emotic_ava/AVA__882788.jpg,800.0,650.0,0,0,650,800,520000,650x800,2,False
73.60128027018969,patches/AVA__918505.jpg,320.0,260.0,128,36,388,356,76.94588738290572,240.0,195.0,288,306,483,546,74.02327206731115,160.0,130.0,284,610,414,770,64.67399225547652,voc_emotic_ava/AVA__918505.jpg,800.0,650.0,0,0,650,800,520000,650x800,2,False
81.86882108854674,patches/EMOTIC__0jwnk2qsc56mxys2ic.jpg,384.0,216.0,246,166,462,550,73.89674664105043,288.0,162.0,67,337,229,625,71.00569601465588,192.0,108.0,80,92,188,284,72.90625403763967,voc_emotic_ava/EMOTIC__0jwnk2qsc56mxys2ic.jpg,960.0,540.0,0,0,540,960,518400,540x960,3,False
78.9117665024486,patches/EMOTIC__0nz4q07z6c7rq61a4s.jpg,384.0,216.0,236,93,452,477,61.46780794268108,288.0,162.0,130,595,292,883,52.24222789911466,192.0,108.0,33,49,141,241,65.46244540277631,voc_emotic_ava/EMOTIC__0nz4q07z6c7rq61a4s.jpg,960.0,540.0,0,0,540,960,518400,540x960,3,False
84.1103318703927,patches/EMOTIC__0mlp5xkzg24eebnb8j.jpg,384.0,216.0,303,537,519,921,71.24325133184257,288.0,162.0,38,410,200,698,68.15182843216428,192.0,108.0,430,321,538,513,77.970315498968,voc_emotic_ava/EMOTIC__0mlp5xkzg24eebnb8j.jpg,960.0,540.0,0,0,540,960,518400,540x960,3,True
73.47377624918147,patches/AVA__853214.jpg,320.0,259.0,178,77,437,397,78.55456510727305,240.0,194.0,263,531,457,771,73.10276860316274,160.0,129.0,61,564,190,724,71.43949670089215,voc_emotic_ava/AVA__853214.jpg,800.0,648.0,0,0,648,800,518400,648x800,1,True
72.06262807945417,patches/AVA__863994.jpg,300.0,276.0,256,420,532,720,77.18816591983217,225.0,207.0,204,121,411,346,69.11687713275974,150.0,138.0,384,148,522,298,76.86670197971794,voc_emotic_ava/AVA__863994.jpg,750.0,691.0,0,0,691,750,518250,691x750,1,False
36.241455913026144,patches/AVA__885321.jpg,320.0,258.0,131,76,389,396,83.19269799526433,240.0,194.0,351,524,545,764,47.01352405351072,160.0,129.0,56,6,185,166,76.92280595953365,voc_emotic_ava/AVA__885321.jpg,800.0,647.0,0,0,647,800,517600,647x800,1,False
56.30058054017953,patches/AVA__951241.jpg,320.0,258.0,80,170,338,490,57.277917922678405,240.0,193.0,423,57,616,297,43.63156078774397,160.0,129.0,456,639,585,799,63.71361373958996,voc_emotic_ava/AVA__951241.jpg,800.0,646.0,0,0,646,800,516800,646x800,1,False
75.4420424223787,patches/AVA__892275.jpg,320.0,258.0,318,464,576,784,58.01097510173282,240.0,193.0,3,14,196,254,47.15218590007062,160.0,129.0,69,293,198,453,68.43522809236002,voc_emotic_ava/AVA__892275.jpg,800.0,645.0,0,0,645,800,516000,645x800,1,True
71.3320167052861,patches/AVA__883449.jpg,320.0,257.0,161,38,418,358,76.9549484527531,240.0,193.0,358,229,551,469,71.76874950887398,160.0,128.0,495,458,623,618,76.12772457087539,voc_emotic_ava/AVA__883449.jpg,800.0,644.0,0,0,644,800,515200,644x800,1,False
71.35826343781383,patches/AVA__863985.jpg,320.0,257.0,114,12,371,332,74.97053133482305,240.0,192.0,14,397,206,637,74.0602809806048,160.0,128.0,430,490,558,650,65.19230872569656,voc_emotic_ava/AVA__863985.jpg,800.0,643.0,0,0,643,800,514400,643x800,1,False
82.12956577440056,patches/AVA__940082.jpg,320.0,256.0,97,238,353,558,74.9577316383546,240.0,192.0,391,13,583,253,76.98921872364123,160.0,128.0,487,522,615,682,67.95734805191081,voc_emotic_ava/AVA__940082.jpg,800.0,642.0,0,0,642,800,513600,642x800,1,False
86.0772175855098,patches/AVA__864914.jpg,320.0,256.0,171,129,427,449,79.94312763902226,240.0,192.0,426,148,618,388,76.6894679609537,160.0,128.0,74,161,202,321,75.17543641442306,voc_emotic_ava/AVA__864914.jpg,800.0,640.0,0,0,640,800,512000,640x800,23,False
69.47351030387873,patches/AVA__844038.jpg,320.0,256.0,203,426,459,746,78.0469766561265,240.0,192.0,221,237,413,477,69.82890754000205,160.0,128.0,64,607,192,767,77.22317787371865,voc_emotic_ava/AVA__844038.jpg,800.0,640.0,0,0,640,800,512000,640x800,23,False
65.37698678307913,patches/AVA__857046.jpg,320.0,256.0,283,213,539,533,74.04663069259976,240.0,192.0,87,502,279,742,66.3526356151928,160.0,128.0,140,44,268,204,69.50975545554813,voc_emotic_ava/AVA__857046.jpg,800.0,640.0,0,0,640,800,512000,640x800,23,False
